GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P        PERMP  NPERM
ENSG00000231105    1   21619783   21626267      2       1  10000      0.77412      0.21943        0.183   1000
ENSG00000227001    1   21751118   21754460    214      28  10000     -0.51616      0.69713        0.665   1000
ENSG00000187952    1   21754796   21756029      1       1  10000       1.3803      0.08375        0.081   1000
ENSG00000142794    1   21766621   21811393    249      32  10000      -1.0496      0.85305         0.85   1000
ENSG00000176378    1   21786249   21786575    134      13  10000     -0.19086      0.57568        0.525   1000
ENSG00000162551    1   21835865   21904905     80       8  10000       -1.191      0.88317        0.939   1000
ENSG00000076864    1   21922708   21995856     12       2  10000    -0.084974      0.53386        0.496   1000
ENSG00000231978    1   22094762   22095068      1       1  10000      0.69668        0.243        0.245   1000
ENSG00000142798    1   22148738   22263790     29       3  10000     -0.25305      0.59988        0.598   1000
ENSG00000228397    1   22350483   22352541      2       1  10000     -0.52237      0.69929        0.705   1000
ENSG00000218510    1   22351024   22357718    245      29  10000       2.8545    0.0021549       0.0054   5000
ENSG00000070831    1   22379120   22419439     65       4  10000       2.7908    0.0026292        0.004   5000
ENSG00000230068    1   22385690   22390692     93       8  10000       2.7533    0.0029495       0.0042   5000
ENSG00000271428    1   22394833   22395320     19       1  10000       2.9984    0.0013571       0.0014  10000
ENSG00000271840    1   22427106   22427853      2       1  10000       0.8514      0.19727         0.19   1000
ENSG00000162552    1   22443798   22469459     66       4  10000       3.3026   0.00047889       0.0011  10000
ENSG00000184677    1   22778344   22857650     22       4  10000      -1.4542      0.92706        0.944   1000
ENSG00000237200    1   22843967   22846201      4       1  10000     -0.56538      0.71409         0.71   1000
ENSG00000070886    1   22890057   22930087     42       8  10000     -0.51074      0.69523        0.706   1000
ENSG00000173372    1   22962999   22966101     37       7  10000       1.5987      0.05494        0.058   1000
ENSG00000159189    1   22970123   22974603     44       4  10000     -0.38916      0.65142        0.627   1000
ENSG00000173369    1   22979474   22988031      3       1  10000      0.92888      0.17648        0.169   1000
ENSG00000133216    1   23037332   23247993     26       4  10000       3.0293    0.0012256       0.0022   5000
ENSG00000227868    1   23337327   23342343      1       1  10000     -0.40728       0.6581        0.677   1000
ENSG00000004487    1   23345941   23410182    128      11  10000       1.2753      0.10111        0.087   1000
ENSG00000240553    1   23346640   23414551      1       1  10000     -0.20957        0.583         0.56   1000
ENSG00000169641    1   23410516   23504301    253      13  10000      0.85012      0.19763         0.17   1000
ENSG00000179546    1   23518388   23521222    413      21  10000      0.88842      0.18716        0.152   1000
ENSG00000261326    1   23607802   23613245     75       5  10000       1.6741     0.047055        0.048   1000
ENSG00000249087    1   23695490   23698332     54       4  10000       2.1795     0.014649        0.015   1000
ENSG00000271420    1   23704873   23705522      9       2  10000     -0.40773      0.65826         0.66   1000
ENSG00000204219    1   23707554   23751233    507      38  10000      0.71064      0.23865        0.213   1000
ENSG00000088280    1   23755056   23811057    157      16  10000      0.94916      0.17127        0.134   1000
ENSG00000235052    1   23875630   23877406      4       2  10000     -0.38904      0.65138        0.649   1000
ENSG00000117318    1   23884409   23886285      2       1  10000      0.36614      0.35713         0.35   1000
ENSG00000142676    1   24018269   24022915      3       1  10000     -0.34624      0.63542        0.645   1000
ENSG00000236810    1   24086872   24104777     22       2  10000     -0.48388      0.68577        0.697   1000
ENSG00000057757    1   24104895   24114722     16       2  10000      -1.7467      0.95965        0.993   1000
ENSG00000011009    1   24117460   24122029      2       1  10000       2.0583     0.019783        0.017   1000
ENSG00000117308    1   24122089   24127294     13       1  10000     -0.46154      0.67779        0.695   1000
ENSG00000117305    1   24128375   24151949    263      21  10000     -0.22906      0.59059        0.557   1000
ENSG00000179163    1   24171567   24194784      1       1  10000      -1.9991       0.9772        0.972   1000
ENSG00000188529    1   24291294   24306846     42       6  10000       1.8208     0.034316        0.041   1000
ENSG00000185436    1   24480647   24514449     47       9  10000       1.4839     0.068913        0.085   1000
ENSG00000001460    1   24683489   24741587    116      10  10000       2.1004     0.017847        0.022   1000
ENSG00000001461    1   24742284   24799466     12       4  10000       1.1615      0.12271        0.109   1000
ENSG00000117602    1   24828841   24867530     14       3  10000         1.58     0.057057        0.054   1000
ENSG00000184454    1   24882602   24935816    267      29  10000     -0.20094      0.57963        0.587   1000
ENSG00000133226    1   24969503   24999758     12       1  10000     0.059493      0.47628        0.436   1000
ENSG00000169504    1   25071848   25170815      1       1  10000       0.4761        0.317        0.302   1000
ENSG00000020633    1   25226002   25291501     30       1  10000       1.6467     0.049811        0.051   1000
ENSG00000117614    1   25549170   25558984      1       1  10000      0.82354       0.2051        0.197   1000
ENSG00000117616    1   25568728   25574010    129       2  10000      -1.1089      0.86626        0.929   1000
ENSG00000272432    1   25574328   25574812      1       1  10000      0.13097       0.4479        0.429   1000
ENSG00000261349    1   25592593   25593627    196       8  10000     -0.49494      0.68968        0.651   1000
ENSG00000187010    1   25598884   25656936    204       9  10000      -0.5729      0.71664        0.694   1000
ENSG00000224183    1   25620655   25621134    185       7  10000      -0.5605      0.71243        0.683   1000
ENSG00000259984    1   25662920   25663956    147       3  10000     -0.83934      0.79936        0.822   1000
ENSG00000183726    1   25664408   25688852    176       6  10000     -0.51521       0.6968        0.677   1000
ENSG00000188672    1   25688740   25756683    233      12  10000     -0.41232      0.65995        0.632   1000
ENSG00000238084    1   25725212   25725689    157       4  10000     -0.58841      0.72187        0.695   1000
ENSG00000157978    1   25870071   25895377     31       5  10000     -0.59981      0.72568         0.75   1000
ENSG00000225643    1   25907969   25916847      2       1  10000    -0.024093      0.50961        0.518   1000
ENSG00000162430    1   26126667   26144715     96       4  10000     -0.15599      0.56198        0.519   1000
ENSG00000255054    1   26140464   26150235      2       1  10000      0.19191       0.4239        0.409   1000
ENSG00000117640    1   26146397   26159433    222      21  10000     -0.40406      0.65692        0.617   1000
ENSG00000236528    1   26186104   26189911      1       1  10000       1.3697      0.08539        0.075   1000
ENSG00000182749    1   26187701   26197744      2       1  10000      -1.2373      0.89202        0.902   1000
ENSG00000229786    1   26213851   26214101      2       1  10000      0.60934      0.27115        0.255   1000
ENSG00000158006    1   26286258   26324648     31       3  10000      0.96909      0.16625        0.165   1000
ENSG00000158008    1   26348271   26362955     76       5  10000      -1.0334       0.8493        0.909   1000
ENSG00000158014    1   26363743   26372624      1       1  10000       1.5614      0.05921        0.065   1000
ENSG00000158022    1   26377795   26394124    467      28  10000     -0.60626      0.72783         0.71   1000
ENSG00000175087    1   26437656   26452034    173       6  10000     -0.84878        0.802         0.84   1000
ENSG00000197245    1   26485511   26490453     54       9  10000      0.61366      0.26972        0.246   1000
ENSG00000236782    1   26496007   26498312      5       2  10000     -0.60423      0.72716        0.748   1000
ENSG00000142684    1   26496362   26497364    317      26  10000       1.4841     0.068888        0.073   1000
ENSG00000142675    1   26503894   26516377    245      23  10000       1.8436     0.032621         0.04   1000
ENSG00000236155    1   26536232   26556331    165       8  10000       1.8118      0.03501        0.041   1000
ENSG00000130695    1   26560644   26605529    177      11  10000        2.061     0.019651        0.019   1000
ENSG00000142669    1   26605667   26608013     44       2  10000     -0.39757      0.65453        0.644   1000
ENSG00000158062    1   26607819   26644854    215      16  10000      0.42794      0.33435        0.302   1000
ENSG00000169442    1   26644448   26647014    291      16  10000       1.7786     0.037649        0.043   1000
ENSG00000176092    1   26648350   26680621      2       1  10000       1.6233     0.052264        0.049   1000
ENSG00000117682    1   26758807   26797785     18       2  10000      0.11076       0.4559        0.458   1000
